name,review_count,rating,phone,display_address,image_url,url,categories,display_phone,price,longitude,latitude,neighborhood,region,city,country,state,zip_code,address1,address2,address3,alias,id,is_closed,update_date,tag
Aroma Trattoria,72,4.5,+12127813008,"932 8th Ave, New York, NY 10019",https://s3-media4.fl.yelpcdn.com/bphoto/LtrQ_-bI40nEiM5ons8l6g/o.jpg,https://www.yelp.com/biz/aroma-trattoria-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;wine_bars-Wine Bars;pastashops-Pasta Shops;,(212) 781-3008,$$,-73.98355,40.76549,Columbus Circle,Manhattan,New York,US,NY,10019,932 8th Ave,,,aroma-trattoria-new-york,Zs-IWJ6vpGK3GcmFrBecXQ,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Donburiya,357,4.0,+12129807909,"253 W 55th St, New York, NY 10019",https://s3-media1.fl.yelpcdn.com/bphoto/9GPQ-zsjkgvgJDSjS5j6hw/o.jpg,https://www.yelp.com/biz/donburiya-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,japanese-Japanese;seafood-Seafood;desserts-Desserts;,(212) 980-7909,$$,-73.98326,40.76528,Columbus Circle,Manhattan,New York,US,NY,10019,253 W 55th St,,,donburiya-new-york-2,VzstANC68PM1BbyOcDXEtw,False,"06/09/2021, 00:45",desserts
Teppen Ramen,438,4.5,+12123552974,"159 E 55th St, New York, NY 10022",https://s3-media3.fl.yelpcdn.com/bphoto/CZxdhERrdos_s9E9LD1p4w/o.jpg,https://www.yelp.com/biz/teppen-ramen-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,ramen-Ramen;,(212) 355-2974,$$,-73.96879,40.75929,Sutton Place,Manhattan,New York,US,NY,10022,159 E 55th St,,,teppen-ramen-new-york-2,icpLRhJ1jpBX1zBGkt7Xqg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Darbar Grill,535,4.0,+12127514600,"157 E 55th St, New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/9rN41wJJx8ic1fxNMnaslA/o.jpg,https://www.yelp.com/biz/darbar-grill-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,indpak-Indian;buffets-Buffets;wine_bars-Wine Bars;,(212) 751-4600,$$,-73.968826,40.759357,Sutton Place,Manhattan,New York,US,NY,10022,157 E 55th St,,,darbar-grill-new-york,m5Whyz8O8jM4DrE808h71g,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Kati Shop,168,4.5,+16468691362,"162 E 55th St, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/UwNQZY5Yx5HIPBxJBn-qng/o.jpg,https://www.yelp.com/biz/kati-shop-new-york-7?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,thai-Thai;,(646) 869-1362,$$,-73.96883,40.75899,Sutton Place,Manhattan,New York,US,NY,10022,162 E 55th St,,,kati-shop-new-york-7,iUEvASoukxI6vrCYWYyK8g,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Izakaya Toribar,60,4.5,+16467670029,"164 E 56th St, New York, NY 10022",https://s3-media4.fl.yelpcdn.com/bphoto/lZig3aa5S2etRjst2WP4qw/o.jpg,https://www.yelp.com/biz/izakaya-toribar-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,tapasmallplates-Tapas/Small Plates;izakaya-Izakaya;bars-Bars;,(646) 767-0029,$$,-73.9685558,40.759641,Sutton Place,Manhattan,New York,US,NY,10022,164 E 56th St,,,izakaya-toribar-new-york,wpT1QU7PSQgQQ1DkzI00JA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Comme Ci Comme Ça,120,4.0,+13479359807,"New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/PJcpicA0A2QmsIl41Wbm5g/o.jpg,https://www.yelp.com/biz/comme-ci-comme-%C3%A7a-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,moroccan-Moroccan;foodtrucks-Food Trucks;,(347) 935-9807,$,-73.9682998657227,40.7591133117676,Sutton Place,Manhattan,New York,US,NY,10022,,,,comme-ci-comme-ça-new-york-2,ncGeWVHTCVFpl6BiZ-V1eQ,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Le Café Coffee,63,4.5,+16466827384,"661 Lexington Ave, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/soMhgCcH_toyKiCWlmoAlg/o.jpg,https://www.yelp.com/biz/le-caf%C3%A9-coffee-new-york-8?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,sandwiches-Sandwiches;cafes-Cafes;donuts-Donuts;,(646) 682-7384,$,-73.9697418212891,40.7596664428711,Sutton Place,Manhattan,New York,US,NY,10022,661 Lexington Ave,,,le-café-coffee-new-york-8,jW1zRsnPs8LB-_ORcgA4mw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Ground Central,640,4.0,+16466093982,"155 E 52nd St, New York, NY 10022",https://s3-media3.fl.yelpcdn.com/bphoto/DYazxcqcnbCxtRpKdwgsVg/o.jpg,https://www.yelp.com/biz/ground-central-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,coffee-Coffee & Tea;salad-Salad;sandwiches-Sandwiches;,(646) 609-3982,$,-73.970321,40.757575,Sutton Place,Manhattan,New York,US,NY,10022,155 E 52nd St,,,ground-central-new-york,ntkrxOSYT5VtTL4Z5jmmeA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Draught 55,371,4.0,+12123004096,"245 E 55th St, New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/wmAGSj_SseLCRvIkC4BmGA/o.jpg,https://www.yelp.com/biz/draught-55-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,bars-Bars;breakfast_brunch-Breakfast & Brunch;beergardens-Beer Gardens;,(212) 300-4096,$$,-73.966515,40.758377,Sutton Place,Manhattan,New York,US,NY,10022,245 E 55th St,,,draught-55-new-york,b2naaHiaR57Hm6JZG0njPg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Gourmet 53,94,4.0,+12122238481,"875 3rd Ave, New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/ZT00tBXXWVbee6GD1YvIAg/o.jpg,https://www.yelp.com/biz/gourmet-53-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,newamerican-American (New);,(212) 223-8481,$,-73.96919,40.75722,Sutton Place,Manhattan,New York,US,NY,10022,875 3rd Ave,,,gourmet-53-new-york,YDzygPhlc5fSE552u6hEWw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Mysttik Masaala,404,4.5,+19173063128,"399 Park Ave, Corner of 54th street, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/QvCRxD5i9LsQy69Xoy-bAQ/o.jpg,https://www.yelp.com/biz/mysttik-masaala-new-york-13?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,foodtrucks-Food Trucks;indpak-Indian;,(917) 306-3128,$,-73.97209,40.75932,Sutton Place,Manhattan,New York,US,NY,10022,399 Park Ave,Corner of 54th street,,mysttik-masaala-new-york-13,S6r0P0PItA9EYHV1nCiQgg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Tomi Jazz,491,4.0,+16464971254,"239 E 53rd St, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/plM_uVAWQiUotmroZ5jtgg/o.jpg,https://www.yelp.com/biz/tomi-jazz-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,japanese-Japanese;jazzandblues-Jazz & Blues;,(646) 497-1254,$$,-73.96774,40.75725,Sutton Place,Manhattan,New York,US,NY,10022,239 E 53rd St,,,tomi-jazz-new-york,l_RAv09V67j-Hm9dyZxWhw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Totto Ramen - Midtown East,1177,4.0,+12124210052,"248 E 52nd St, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/1Pr3qN58PCr_23R-s145eQ/o.jpg,https://www.yelp.com/biz/totto-ramen-midtown-east-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,ramen-Ramen;,(212) 421-0052,$$,-73.968141,40.756155,Sutton Place,Manhattan,New York,US,NY,10022,248 E 52nd St,,,totto-ramen-midtown-east-new-york-2,RjeW_l8OF99rn5df5-Rj4g,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Spice Symphony,522,4.5,+12123004869,"150 E 50th St, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/b9t8C8ktnsAypQ0vpFSF5A/o.jpg,https://www.yelp.com/biz/spice-symphony-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,chinese-Chinese;indpak-Indian;soup-Soup;,(212) 300-4869,$$,-73.9715347290039,40.7558937072754,Sutton Place,Manhattan,New York,US,NY,10022,150 E 50th St,,,spice-symphony-new-york-3,A-ert0jDRBfku9ogyW_mEg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Uncle Gussy's,462,4.5,+19296001111,"345 Park Ave, New York, NY 10154",https://s3-media1.fl.yelpcdn.com/bphoto/2VtTt4CPxEuKSB8xSs06JQ/o.jpg,https://www.yelp.com/biz/uncle-gussys-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,foodtrucks-Food Trucks;greek-Greek;,(929) 600-1111,$,-73.9732953737526,40.7576813278964,Sutton Place,Manhattan,New York,US,NY,10154,345 Park Ave,,,uncle-gussys-new-york,VGTrGSH38A4n-v5nFe4skA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Beyond Sushi,700,4.5,+16469645097,"62 W 56th St, New York, NY 10019",https://s3-media2.fl.yelpcdn.com/bphoto/Y2hNJbxTz5vZEjp4jWcmww/o.jpg,https://www.yelp.com/biz/beyond-sushi-new-york-4?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,vegan-Vegan;vegetarian-Vegetarian;gluten_free-Gluten-Free;,(646) 964-5097,$$,-73.97717,40.76331,Sutton Place,Manhattan,New York,US,NY,10019,62 W 56th St,,,beyond-sushi-new-york-4,TcuWyuZAORVnQBPCMNbTgw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Sukhumvit 51,762,4.0,+12128888894,"224 E 51st St, New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/3uPIYfm-rY9OsKo5O4gKwg/o.jpg,https://www.yelp.com/biz/sukhumvit-51-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,thai-Thai;,(212) 888-8894,$$,-73.9693867939228,40.7559139831703,Sutton Place,Manhattan,New York,US,NY,10022,224 E 51st St,,,sukhumvit-51-new-york,KHdYPT0jUnUGdHGaY73mxg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Little Collins,833,4.5,+12123081969,"708 3rd Ave, New York, NY 10017",https://s3-media1.fl.yelpcdn.com/bphoto/JIaDv0kxB4z8bIjItcGMHA/o.jpg,https://www.yelp.com/biz/little-collins-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,coffee-Coffee & Tea;breakfast_brunch-Breakfast & Brunch;sandwiches-Sandwiches;,(212) 308-1969,$$,-73.97353,40.75233,Sutton Place,Manhattan,New York,US,NY,10017,708 3rd Ave,,,little-collins-new-york-3,1aD88qNRb08LGBkl84GQTA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Chola,623,4.0,+12126884619,"232 E 58th St, New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/sES9shU8nbErVX_saLRRgA/o.jpg,https://www.yelp.com/biz/chola-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,indpak-Indian;soup-Soup;seafood-Seafood;,(212) 688-4619,$$,-73.96582,40.76016,Sutton Place,Manhattan,New York,US,NY,10022,232 E 58th St,,,chola-new-york-3,QqrEF8_ZQCGi63cL10J5oA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
The Horny Ram,544,4.0,+19172614136,"951 2nd Ave, New York, NY 10022",https://s3-media3.fl.yelpcdn.com/bphoto/r7ChItmOrNARZf1IqqG1RQ/o.jpg,https://www.yelp.com/biz/the-horny-ram-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,newamerican-American (New);venues-Venues & Event Spaces;gastropubs-Gastropubs;,(917) 261-4136,$$,-73.96857,40.75528,Sutton Place,Manhattan,New York,US,NY,10022,951 2nd Ave,,,the-horny-ram-new-york-2,6hKJePanmG9AxK4dfwgyyg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Sofia Wine Bar,659,4.0,+12128888660,"242 E 50th St, New York, NY 10022",https://s3-media4.fl.yelpcdn.com/bphoto/IDk9ljhlAmH_GFqgyglo-g/o.jpg,https://www.yelp.com/biz/sofia-wine-bar-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;wine_bars-Wine Bars;,(212) 888-8660,$$,-73.96913,40.75502,Sutton Place,Manhattan,New York,US,NY,10022,242 E 50th St,,,sofia-wine-bar-new-york,3qIISjUYn1tbqHXi7nCLXg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Judge Roy Bean Public House,755,4.5,+12122628300,"38 W 56th St, New York, NY 10019",https://s3-media1.fl.yelpcdn.com/bphoto/uyOBbYOb-lCGQBu6OmRNcA/o.jpg,https://www.yelp.com/biz/judge-roy-bean-public-house-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,pubs-Pubs;venues-Venues & Event Spaces;tradamerican-American (Traditional);,(212) 262-8300,$$,-73.9761248066812,40.7629158108786,Sutton Place,Manhattan,New York,US,NY,10019,38 W 56th St,,,judge-roy-bean-public-house-new-york,veku2cg2qaV-7MxwhOMBmg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Le Relais De Venise L'Entrecôte,839,4.0,+12127583989,"590 Lexington Ave, New York, NY 10022",https://s3-media3.fl.yelpcdn.com/bphoto/e11i5l2yba8nf8II6zz-YQ/o.jpg,https://www.yelp.com/biz/le-relais-de-venise-l-entrec%C3%B4te-new-york-4?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,steak-Steakhouses;french-French;brasseries-Brasseries;,(212) 758-3989,$$,-73.9717626571655,40.7577089110773,Sutton Place,Manhattan,New York,US,NY,10022,590 Lexington Ave,,,le-relais-de-venise-l-entrecôte-new-york-4,9vYSRXdp5JtFmqhi0FigMA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Naya Mezze & Grill,513,4.0,+12123197777,"1057 2nd Ave, -, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/XShNVZxnIoYEMBN4Sl7gRQ/o.jpg,https://www.yelp.com/biz/naya-mezze-and-grill-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,mideastern-Middle Eastern;mediterranean-Mediterranean;,(212) 319-7777,$$,-73.96612,40.75848,Sutton Place,Manhattan,New York,US,NY,10022,1057 2nd Ave,-,,naya-mezze-and-grill-new-york,lxHKbp0hReRBPZcq4fUUow,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Katsu-Hama,1353,4.0,+12127585909,"11 E 47th St, New York, NY 10017",https://s3-media1.fl.yelpcdn.com/bphoto/pOcVelVViCscikDfwsRcUQ/o.jpg,https://www.yelp.com/biz/katsu-hama-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,japanese-Japanese;,(212) 758-5909,$$,-73.97759,40.75638,Sutton Place,Manhattan,New York,US,NY,10017,11 E 47th St,,,katsu-hama-new-york,-J8VuX3wGrYSOBu2G0hMsw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Pierre Loti Midtown,323,4.5,+12127555684,"300 E 52nd St, New York, NY 10022",https://s3-media2.fl.yelpcdn.com/bphoto/ofG5YFlLVm8rDTnDTjf8xw/o.jpg,https://www.yelp.com/biz/pierre-loti-midtown-new-york-3?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,wine_bars-Wine Bars;tapasmallplates-Tapas/Small Plates;turkish-Turkish;,(212) 755-5684,$$,-73.9673550550069,40.7558717456695,Sutton Place,Manhattan,New York,US,NY,10022,300 E 52nd St,,,pierre-loti-midtown-new-york-3,26M6nFVuA4bvhU0TBZOuLg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
PizzArte,1120,4.0,+12122473936,"69 W 55th St, New York, NY 10019",https://s3-media2.fl.yelpcdn.com/bphoto/aoQCNBXCrUL1y-w7F7qTGg/o.jpg,https://www.yelp.com/biz/pizzarte-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,pizza-Pizza;italian-Italian;gluten_free-Gluten-Free;,(212) 247-3936,$$,-73.9776668697596,40.7629335072372,Sutton Place,Manhattan,New York,US,NY,10019,69 W 55th St,,,pizzarte-new-york,xsQTIeq-WLkp4ParkTQpMQ,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Urbanspace,662,4.0,+16467470810,"230 Park Ave, New York, NY 10169",https://s3-media3.fl.yelpcdn.com/bphoto/eMFzy4eZwnMjT6RrND6wKQ/o.jpg,https://www.yelp.com/biz/urbanspace-new-york-6?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,food_court-Food Court;,(646) 747-0810,$$,-73.97603352892868,40.754612687442624,Sutton Place,Manhattan,New York,US,NY,10169,230 Park Ave,,,urbanspace-new-york-6,QAGFu7pqCAZUJkYkUB5pjg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Nishida Sho-ten,786,4.0,+12123080791,"302 E 49th St, New York, NY 10017",https://s3-media2.fl.yelpcdn.com/bphoto/TRREPkb60Z-orxR-CAkWrg/o.jpg,https://www.yelp.com/biz/nishida-sho-ten-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,ramen-Ramen;,(212) 308-0791,$$,-73.968722,40.753969,Sutton Place,Manhattan,New York,US,NY,10017,302 E 49th St,,,nishida-sho-ten-new-york-2,9bAyxRD6RsGEUQw424ovQA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Udon Izakaya West 46 Midtown,1038,4.0,+12129229677,"150 E 46th St, New York, NY 10017",https://s3-media2.fl.yelpcdn.com/bphoto/Z5zM_t8F-RN2Jt0nYp4nUw/o.jpg,https://www.yelp.com/biz/udon-izakaya-west-46-midtown-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,noodles-Noodles;izakaya-Izakaya;,(212) 922-9677,$$,-73.9735724478504,40.7535446865563,Sutton Place,Manhattan,New York,US,NY,10017,150 E 46th St,,,udon-izakaya-west-46-midtown-new-york,ev6e12vhY_0y4qE1cRhv0A,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
The Shadmoor,324,4.5,+12123859195,"1066 2nd Ave, New York, NY 10022",https://s3-media3.fl.yelpcdn.com/bphoto/e70IUTFr5bK6JffORQXgPA/o.jpg,https://www.yelp.com/biz/the-shadmoor-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,seafood-Seafood;cocktailbars-Cocktail Bars;newamerican-American (New);,(212) 385-9195,$$,-73.9655499,40.75866,Sutton Place,Manhattan,New York,US,NY,10022,1066 2nd Ave,,,the-shadmoor-new-york,zv29TbzPs9-rD5ql0qWw5A,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Nino's 46,1251,4.0,+12127194015,"39 W 46th St, New York, NY 10036",https://s3-media3.fl.yelpcdn.com/bphoto/zzgCrcM_HFdRTsDdeD10Pg/o.jpg,https://www.yelp.com/biz/ninos-46-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,italian-Italian;gluten_free-Gluten-Free;pizza-Pizza;,(212) 719-4015,$$,-73.980516,40.7569159,Sutton Place,Manhattan,New York,US,NY,10036,39 W 46th St,,,ninos-46-new-york,vjubSxmdG_HoBBgd39geBw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Pizza By Certé,447,4.0,+12123972020,"20 West 55th St, New York, NY 10019",https://s3-media3.fl.yelpcdn.com/bphoto/imI9a6BBE3LciKvHEcDjHQ/o.jpg,https://www.yelp.com/biz/pizza-by-cert%C3%A9-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,pizza-Pizza;italian-Italian;,(212) 397-2020,$,-73.9761684,40.7619979368852,Sutton Place,Manhattan,New York,US,NY,10019,20 West 55th St,,,pizza-by-certé-new-york,gL4V5DN3yH45hbXqvy8-9g,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
NY Jumbo Bagels,332,4.0,+12123556185,"1070 2nd Ave, New York, NY 10022",https://s3-media4.fl.yelpcdn.com/bphoto/MnbUsjYRRYTEnJnm-Mlz-g/o.jpg,https://www.yelp.com/biz/ny-jumbo-bagels-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,bagels-Bagels;sandwiches-Sandwiches;coffee-Coffee & Tea;,(212) 355-6185,$,-73.965368,40.758716,Sutton Place,Manhattan,New York,US,NY,10022,1070 2nd Ave,,,ny-jumbo-bagels-new-york,TbiFZCNAySD5rYauM1IWlA,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Kaoru,383,4.5,+12128670874,"306 E 46th St, New York, NY 10017",https://s3-media3.fl.yelpcdn.com/bphoto/2N5uZFepOyyo0-BycQHPLw/o.jpg,https://www.yelp.com/biz/kaoru-new-york?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,japanese-Japanese;,(212) 867-0874,$$,-73.96977,40.75202,Sutton Place,Manhattan,New York,US,NY,10017,306 E 46th St,,,kaoru-new-york,diz6_4TVSP6EdWEZCZ0Acg,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Red Peony Chinese Cuisine,389,4.5,+12123808883,"24 W 56th St, New York, NY 10019",https://s3-media1.fl.yelpcdn.com/bphoto/pK3a0LflTKhiraGI2aL2gQ/o.jpg,https://www.yelp.com/biz/red-peony-chinese-cuisine-new-york-4?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,shanghainese-Shanghainese;szechuan-Szechuan;cantonese-Cantonese;,(212) 380-8883,$$,-73.97589,40.76278,Sutton Place,Manhattan,New York,US,NY,10019,24 W 56th St,,,red-peony-chinese-cuisine-new-york-4,EmJ7rfmv2y6lQZxgA8U__g,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
Forty Carrots,411,4.0,+12127053085,"1000 3rd Ave, New York, NY 10022",https://s3-media1.fl.yelpcdn.com/bphoto/E8QmxUGUNafLxfJ12yei-A/o.jpg,https://www.yelp.com/biz/forty-carrots-new-york-2?adjust_creative=SVOY-FaCa46_d4jRxG76Iw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=SVOY-FaCa46_d4jRxG76Iw,breakfast_brunch-Breakfast & Brunch;icecream-Ice Cream & Frozen Yogurt;,(212) 705-3085,$$,-73.9673249102158,40.7620186809727,Sutton Place,Manhattan,New York,US,NY,10022,1000 3rd Ave,,,forty-carrots-new-york-2,ww2d9z8A-fg48_h1rli5Bw,False,"06/09/2021, 00:45","restaurants,dancerestaurants"
