name,formatted_address,weekday_text,website,latitude,longitude,types,place_id,types,formatted_phone_number,url,vicinity
Karaoke Duet 35,"53 W 35th St 2nd floor, New York, NY 10001, USA",Monday: Closed;Tuesday: Closed;Wednesday: Closed;Thursday: 5:00 – 11:00 PM;Friday: 5:00 PM – 12:00 AM;Saturday: 5:00 PM – 12:00 AM;Sunday: 2:00 – 8:00 PM,http://www.karaokeduet.com/,40.7501853,-73.9863204,"night_club,bar,point_of_interest,establishment",ChIJ8SwceqlZwokR12US5jYqCSk,"night_club,bar,point_of_interest,establishment",(646) 473-0826,https://maps.google.com/?cid=2956941045622007255,"53 West 35th Street 2nd floor, New York"
Karaoke Bar NYC | MK Karaoke,"11 W 32nd St fl 5, New York, NY 10001, USA",Monday: Closed;Tuesday: 4:00 PM – 12:00 AM;Wednesday: 4:00 PM – 12:00 AM;Thursday: 4:00 PM – 12:00 AM;Friday: 4:00 PM – 12:00 AM;Saturday: 4:00 PM – 12:00 AM;Sunday: 4:00 PM – 12:00 AM,https://www.mkkaraoke.com/,40.7477853,-73.98674249999999,"night_club,bar,point_of_interest,establishment",ChIJ71Ny-ahZwokRRtae4nya2Ow,"night_club,bar,point_of_interest,establishment",(212) 564-3436,https://maps.google.com/?cid=17066560649089177158,"11 West 32nd Street fl 5, New York"
Drunk Shakespeare,"711 7th Ave floor 2, New York, NY 10036, USA",Monday: 7:00 – 11:00 PM;Tuesday: 7:00 – 11:00 PM;Wednesday: 7:00 – 11:00 PM;Thursday: 7:00 – 11:00 PM;Friday: 7:00 PM – 12:00 AM;Saturday: 4:00 PM – 12:00 AM;Sunday: 4:00 – 11:00 PM,http://www.drunkshakespeare.com/,40.7594575,-73.9840651,"bar,point_of_interest,establishment",ChIJTX7ob1NYwokRp-KL5mXIRag,"bar,point_of_interest,establishment",(914) 713-7865,https://maps.google.com/?cid=12125317911750107815,"711 7th Avenue floor 2, New York"
Governors Island,"Governors Island, New York, NY 11231, USA",N/A,N/A,40.68945009999999,-74.016792,"natural_feature,establishment",ChIJT4N92npawokRNfXHEXmRwng,"natural_feature,establishment",N/A,https://maps.google.com/?q=Governors+Island&ftid=0x89c25a7ada7d834f:0x78c2917911c7f535,Manhattan
Pier 96 at Hudson River Park,"W 55th St, New York, NY 10019, USA",Monday: Closed;Tuesday: Closed;Wednesday: Closed;Thursday: Closed;Friday: Closed;Saturday: 10:00 AM – 6:00 PM;Sunday: 10:00 AM – 6:00 PM,http://www.hudsonriverpark.org/explore-the-park/locations/pier-96,40.7707929,-73.995345,"park,tourist_attraction,point_of_interest,establishment",ChIJ_3xWpERYwokRGiGfH01fXI8,"park,tourist_attraction,point_of_interest,establishment",(212) 627-2020,https://maps.google.com/?cid=10330236430128718106,"West 55th Street, New York"
Yankee Stadium,"1 E 161 St, Bronx, NY 10451, USA",Monday: 9:00 AM – 5:00 PM;Tuesday: 9:00 AM – 5:00 PM;Wednesday: 9:00 AM – 5:00 PM;Thursday: 9:00 AM – 5:00 PM;Friday: 9:00 AM – 5:00 PM;Saturday: 9:00 AM – 5:00 PM;Sunday: 9:00 AM – 5:00 PM,https://www.mlb.com/yankees/ballpark,40.8296426,-73.9261745,"stadium,tourist_attraction,point_of_interest,establishment",ChIJcWnnWiz0wokRCB6aVdnDQEk,"stadium,tourist_attraction,point_of_interest,establishment",(718) 293-4300,https://maps.google.com/?cid=5278434101489704456,1 East 161 Street
Bryant Park,"New York, NY 10018, USA",Monday: 7:00 AM – 10:00 PM;Tuesday: 7:00 AM – 10:00 PM;Wednesday: 7:00 AM – 10:00 PM;Thursday: 7:00 AM – 10:00 PM;Friday: 7:00 AM – 10:00 PM;Saturday: 7:00 AM – 10:00 PM;Sunday: 7:00 AM – 10:00 PM,https://bryantpark.org/,40.7535965,-73.9832326,"park,tourist_attraction,point_of_interest,establishment",ChIJvbGg56pZwokRp_E3JbivnLQ,"park,tourist_attraction,point_of_interest,establishment",(212) 768-4242,https://maps.google.com/?cid=13014470228627157415,New York
Union Square Greenmarket,"Union Square W &, E 17th St, New York, NY 10003, USA",Monday: 8:00 AM – 6:00 PM;Tuesday: Closed;Wednesday: 8:00 AM – 6:00 PM;Thursday: Closed;Friday: 8:00 AM – 6:00 PM;Saturday: 8:00 AM – 6:00 PM;Sunday: Closed,http://www.grownyc.org/unionsquaregreenmarket,40.7367221,-73.99022599999999,"point_of_interest,establishment",ChIJ9wsQc59ZwokRou28v68fSR4,"point_of_interest,establishment",(212) 788-7900,https://maps.google.com/?cid=2182310334134283682,"Union Square W &, East 17th Street, New York"
BAILA Society: New York Salsa Classes,"126 E 13th St, New York, NY 10003, USA",Monday: 7:00 – 8:30 PM;Tuesday: 7:00 – 8:30 PM;Wednesday: Closed;Thursday: Closed;Friday: 7:00 – 8:30 PM;Saturday: 1:00 – 5:00 PM;Sunday: Closed,http://www.bailasociety.com/,40.7323797,-73.98891239999999,"point_of_interest,establishment",ChIJMwFlzJ5ZwokRLW9dkI50ctc,"point_of_interest,establishment",(888) 699-8909,https://maps.google.com/?cid=15524599021155741485,"126 East 13th Street, New York"
9/11 Memorial & Museum,"180 Greenwich St, New York, NY 10007, USA",Monday: 10:00 AM – 5:00 PM;Tuesday: Closed;Wednesday: Closed;Thursday: 10:00 AM – 5:00 PM;Friday: 10:00 AM – 5:00 PM;Saturday: 10:00 AM – 5:00 PM;Sunday: 10:00 AM – 5:00 PM,http://www.911memorial.org/,40.71152649999999,-74.0123732,"museum,park,point_of_interest,establishment",ChIJRcvoOxpawokR7R4dQMXMMPQ,"museum,park,point_of_interest,establishment",(212) 312-8800,https://maps.google.com/?cid=17595788891692801773,"180 Greenwich Street, New York"
Mahayana Temple Buddhist Association,"133 Canal St, New York, NY 10002, USA",Monday: 8:30 AM – 6:00 PM;Tuesday: 8:30 AM – 6:00 PM;Wednesday: 8:30 AM – 6:00 PM;Thursday: 8:30 AM – 6:00 PM;Friday: 8:30 AM – 6:00 PM;Saturday: 8:30 AM – 6:00 PM;Sunday: 8:30 AM – 6:00 PM,http://www.mahayana.us/,40.7161406,-73.9954181,"tourist_attraction,place_of_worship,point_of_interest,establishment",ChIJaelA7ydawokR6vB9d0K6BHo,"tourist_attraction,place_of_worship,point_of_interest,establishment",(212) 925-8787,https://maps.google.com/?cid=8792357167169401066,"133 Canal Street, New York"
American Museum of Natural History,"200 Central Park West, New York, NY 10024, USA",Monday: Closed;Tuesday: Closed;Wednesday: 10:00 AM – 5:30 PM;Thursday: 10:00 AM – 5:30 PM;Friday: 10:00 AM – 5:30 PM;Saturday: 10:00 AM – 5:30 PM;Sunday: 10:00 AM – 5:30 PM,https://www.amnh.org/,40.78132409999999,-73.9739882,"tourist_attraction,museum,point_of_interest,establishment",ChIJCXoPsPRYwokRsV1MYnKBfaI,"tourist_attraction,museum,point_of_interest,establishment",(212) 769-5100,https://maps.google.com/?cid=11708656934508584369,"200 Central Park West, New York"
New York Chinese Scholar's Garden,"1000 Richmond Terrace, Staten Island, NY 10301, USA",Monday: Closed;Tuesday: Closed;Wednesday: Closed;Thursday: Closed;Friday: Closed;Saturday: 10:00 AM – 4:00 PM;Sunday: 10:00 AM – 4:00 PM,http://snug-harbor.org/botanical-garden/new-york-chinese-scholars-garden/,40.642,-74.10427779999999,"tourist_attraction,park,point_of_interest,establishment",ChIJof-4ERdOwokRtUapVF3kUM8,"tourist_attraction,park,point_of_interest,establishment",(718) 425-3504,https://maps.google.com/?cid=14938691053491406517,"1000 Richmond Terrace, Staten Island"
RollerJam USA,"236 Richmond Valley Rd, Staten Island, NY 10309, USA","Monday: Closed;Tuesday: Closed;Wednesday: Closed;Thursday: Closed;Friday: 7:00 PM – 12:00 AM;Saturday: 1:00 – 7:00 PM, 8:00 PM – 12:00 AM;Sunday: Closed",http://www.rollerjamusa.com/,40.520601,-74.237365,"night_club,bar,point_of_interest,establishment",ChIJFfy8e1y1w4kRgNtZ1P5Z4ig,"night_club,bar,point_of_interest,establishment",(718) 605-6600,https://maps.google.com/?cid=2946016057272949632,"236 Richmond Valley Road, Staten Island"
The Bowery Ballroom,"6 Delancey St, New York, NY 10002, USA",N/A,http://www.mercuryeastpresents.com/boweryballroom,40.7204065,-73.9933583,"point_of_interest,establishment",ChIJLQUUOYZZwokR1BfSFbM-XB4,"point_of_interest,establishment",(212) 260-4700,https://maps.google.com/?cid=2187692457881376724,"6 Delancey Street, New York"
Little Island,"Pier 55 at Hudson River Park Hudson River Greenway, New York, NY 10014, USA",Monday: 6:00 AM – 1:00 AM;Tuesday: 6:00 AM – 1:00 AM;Wednesday: 6:00 AM – 1:00 AM;Thursday: 6:00 AM – 1:00 AM;Friday: 6:00 AM – 1:00 AM;Saturday: 6:00 AM – 1:00 AM;Sunday: 6:00 AM – 1:00 AM,https://littleisland.org/,40.7420577,-74.0101494,"park,point_of_interest,establishment",ChIJL-CJmTFZwokRsPcqje_bn7w,"park,point_of_interest,establishment",N/A,https://maps.google.com/?cid=13591824022339516336,Pier 55 at Hudson River Park Hudson River Greenway
The Loeb Boathouse,"East 72nd &, Center Drive, New York, NY 10024, USA",Monday: 10:00 AM – 4:30 PM;Tuesday: 10:00 AM – 4:30 PM;Wednesday: 10:00 AM – 4:30 PM;Thursday: 10:00 AM – 4:30 PM;Friday: 10:00 AM – 5:30 PM;Saturday: 10:00 AM – 7:00 PM;Sunday: 10:00 AM – 7:00 PM,http://www.thecentralparkboathouse.com/boats.php,40.7748744,-73.9688931,"point_of_interest,establishment",ChIJ-c3w8ZJYwokRS12hvQo-P4U,"point_of_interest,establishment",(212) 517-2233,https://maps.google.com/?cid=9601461146429250891,"East 72nd &, Center Drive, New York"
Central Park Zoo,"East 64th Street, New York, NY 10021, USA",Monday: 10:00 AM – 5:00 PM;Tuesday: 10:00 AM – 5:00 PM;Wednesday: 10:00 AM – 5:00 PM;Thursday: 10:00 AM – 5:00 PM;Friday: 10:00 AM – 5:00 PM;Saturday: 10:00 AM – 5:30 PM;Sunday: 10:00 AM – 5:30 PM,http://www.centralparkzoo.com/,40.767778,-73.9718335,"zoo,tourist_attraction,point_of_interest,establishment",ChIJaWjW_PFYwokRFD8a2YQu12U,"zoo,tourist_attraction,point_of_interest,establishment",(212) 439-6500,https://maps.google.com/?cid=7338385265936449300,"East 64th Street, New York"
The Public Theater,"425 Lafayette St, New York, NY 10003, USA",N/A,https://publictheater.org/,40.7290672,-73.99190329999999,"point_of_interest,store,establishment",ChIJg5pz_5pZwokRdKk49MHbCuo,"point_of_interest,store,establishment",(212) 539-8500,https://maps.google.com/?cid=16864533380714768756,"425 Lafayette Street, New York"
The Brant Foundation Art Study Center & Shop,"421 E 6th St, New York, NY 10009, USA",N/A,https://brantfoundation.org/,40.7261456,-73.98504609999999,"museum,point_of_interest,store,establishment",ChIJe75-ZBFZwokR9cc1F3J8Ya4,"museum,point_of_interest,store,establishment",(212) 777-2297,https://maps.google.com/?cid=12565461264797911029,"421 East 6th Street, New York"
Gagosian,"511 5th Ave, New York, NY 10017, USA",N/A,https://gagosian.com/,40.7540035,-73.98030349999999,"art_gallery,point_of_interest,establishment",ChIJo13hKDpZwokRy7MlJJ-UNa4,"art_gallery,point_of_interest,establishment",N/A,https://maps.google.com/?cid=12553102947592287179,"511 5th Avenue, New York"
The Drawing Center,"35 Wooster St, New York, NY 10013, USA",Monday: Closed;Tuesday: Closed;Wednesday: 12:00 – 6:00 PM;Thursday: 12:00 – 8:00 PM;Friday: 12:00 – 6:00 PM;Saturday: 12:00 – 6:00 PM;Sunday: 12:00 – 6:00 PM,http://www.drawingcenter.org/,40.7224094,-74.0028554,"museum,tourist_attraction,point_of_interest,establishment",ChIJDTWukItZwokREUciPmdlVy0,"museum,tourist_attraction,point_of_interest,establishment",(212) 219-2166,https://maps.google.com/?cid=3267191548779054865,"35 Wooster Street, New York"
